Entity,Code,Year,Under-5s (deaths),70+ years old (deaths),5-14 years old (deaths),15-49 years old (deaths),50-69 years old (deaths)
Eastern Europe,,1990,0,0,0,0,0
Eastern Europe,,1991,0,0,0,0,0
Eastern Europe,,1992,0,0,0,0,0
Eastern Europe,,1993,0,0,0,0,0
Eastern Europe,,1994,0,0,0,0,0
Eastern Europe,,1995,0,0,0,0,0
Eastern Europe,,1996,0,0,0,0,0
Eastern Europe,,1997,0,0,0,0,0
Eastern Europe,,1998,0,0,0,0,0
Eastern Europe,,1999,0,0,0,0,0
Eastern Europe,,2000,0,0,0,0,0
Eastern Europe,,2001,0,0,0,0,0
Eastern Europe,,2002,0,0,0,0,0
Eastern Europe,,2003,0,0,0,0,0
Eastern Europe,,2004,0,0,0,0,0
Eastern Europe,,2005,0,0,0,0,0
Eastern Europe,,2006,0,0,0,0,0
Eastern Europe,,2007,0,0,0,0,0
Eastern Europe,,2008,0,0,0,0,0
Eastern Europe,,2009,0,0,0,0,0
Eastern Europe,,2010,0,0,0,0,0
Eastern Europe,,2011,0,0,0,0,0
Eastern Europe,,2012,0,0,0,0,0
Eastern Europe,,2013,0,0,0,0,0
Eastern Europe,,2014,0,0,0,0,0
Eastern Europe,,2015,0,0,0,0,0
Eastern Europe,,2016,0,0,0,0,0
Eastern Europe,,2017,0,0,0,0,0
Eastern Sub-Saharan Africa,,1990,139316.51987605967,4644.42425004082,13081.620551516036,21873.82390415267,14540.677369911904
Eastern Sub-Saharan Africa,,1991,141626.199222515,4787.536363303989,13653.592214824639,23270.427043652202,15098.68887803202
Eastern Sub-Saharan Africa,,1992,144148.53977567967,4932.168990665544,14191.041996635959,24405.49341163518,15622.472098446367
Eastern Sub-Saharan Africa,,1993,145895.0187679042,5100.47636182375,14696.297592741483,25526.496417683084,16041.14188236609
Eastern Sub-Saharan Africa,,1994,145768.33382027483,5181.359441605652,14966.982187112573,26181.305769610313,16244.140991481356
Eastern Sub-Saharan Africa,,1995,145468.50658766954,5332.519839437773,15581.428320271141,27355.948862522135,16866.62540406987
Eastern Sub-Saharan Africa,,1996,145995.59425330543,5525.654722479836,16119.227205010679,28679.83907095769,17546.692005493194
Eastern Sub-Saharan Africa,,1997,147372.9798488729,5745.692762352818,16635.545920102555,30067.344526238023,18336.09578726619
Eastern Sub-Saharan Africa,,1998,148618.77771467128,5998.924168517496,17114.179778313377,31503.157798550823,19072.447788851823
Eastern Sub-Saharan Africa,,1999,150501.25837856307,6217.187887033213,17414.278396547394,32305.669305574098,19528.989584881307
Eastern Sub-Saharan Africa,,2000,146463.9046546255,6136.541803373248,17131.859771494197,31904.80899395304,19046.238298776232
Eastern Sub-Saharan Africa,,2001,148800.6217490855,6355.740891873943,17503.093709128327,32913.28912444257,19574.744709646235
Eastern Sub-Saharan Africa,,2002,146860.55355211545,6485.402479985088,17274.57087165009,33360.12061743802,19805.48962832642
Eastern Sub-Saharan Africa,,2003,141196.2943973723,6534.631588918337,17040.234890417225,33912.53065151219,19833.79697051341
Eastern Sub-Saharan Africa,,2004,131547.4478908215,6369.129780208598,15980.25720441274,33101.4387390528,19232.75211814512
Eastern Sub-Saharan Africa,,2005,121870.77297809129,6181.083262651018,14980.281398794143,32110.260905132058,18500.948509942096
Eastern Sub-Saharan Africa,,2006,108617.34115974586,5648.89741618678,13395.742315951335,28984.896453798527,16719.941262259043
Eastern Sub-Saharan Africa,,2007,96914.58896089961,5264.109707196454,12214.746093010655,27021.80641387847,15474.44167661917
Eastern Sub-Saharan Africa,,2008,83091.60012015355,4714.514241937642,10530.661146918454,23865.801806689415,13687.728977093999
Eastern Sub-Saharan Africa,,2009,75500.10793416308,4463.272149740277,9718.84843351359,22447.909551053624,12885.691773240185
Eastern Sub-Saharan Africa,,2010,69614.97490167293,4234.631436800599,9075.265559899157,21389.670160836075,12251.471549070715
Eastern Sub-Saharan Africa,,2011,60084.7782321957,3850.4271080286185,8046.961766306995,19642.06124491036,11250.787530255124
Eastern Sub-Saharan Africa,,2012,52407.71245927461,3667.765368753744,7407.8506409215,19006.924262818375,10906.179025250949
Eastern Sub-Saharan Africa,,2013,50082.35646680759,3785.7870662068453,7367.441039523805,19745.523584491646,11427.04319455632
Eastern Sub-Saharan Africa,,2014,49361.0438755489,3943.125868789809,7406.630779139517,20605.975837205424,12010.858709744238
Eastern Sub-Saharan Africa,,2015,48567.08761481065,4011.923118603281,7334.44194151455,21231.464138923413,12346.375438712163
Eastern Sub-Saharan Africa,,2016,50822.91709955397,4190.9573525481255,7638.315659710992,22394.269464865352,13042.48592951611
Eastern Sub-Saharan Africa,,2017,50246.458643683894,4174.713255991227,7623.683202109042,22469.874899892602,13120.967622843089
Ecuador,ECU,1990,18.59823378631855,3.608402340681794,12.615035616612952,26.39150779676715,6.671824995600582
Ecuador,ECU,1991,18.058322470526917,3.8152456080766313,12.739845124100055,27.798444535169015,7.087570903853227
Ecuador,ECU,1992,18.226536972290152,3.8694949839559962,12.596311294463383,28.165316009336486,7.101076995555944
Ecuador,ECU,1993,16.760470554934056,3.873508818310776,11.562722617097569,27.624966421556238,6.956090953090403
Ecuador,ECU,1994,14.525371829500251,3.7320138810938053,10.18532480029248,25.30284774108652,6.538191342467036
Ecuador,ECU,1995,14.181042322895909,3.599967383845957,10.009950277755424,23.39482001808031,6.155151537456015
Ecuador,ECU,1996,13.52553259425918,3.610512103501508,9.897985019285098,21.979944603328757,6.023316602956657
Ecuador,ECU,1997,12.526953488296252,3.4461667222219647,9.35249052170849,19.635289802607808,5.5271734028636805
Ecuador,ECU,1998,11.751719506388467,3.510380439700661,9.163739786084692,19.12870880765918,5.430153511657965
Ecuador,ECU,1999,10.167420397202129,3.4555421921350997,8.276953711095034,17.316674076507578,5.141793756980164
Ecuador,ECU,2000,7.803389676874571,3.0976037053194037,6.743243561370035,14.581810923592863,4.416208182802905
Ecuador,ECU,2001,5.680049075487703,2.586007136756479,5.219466445187991,11.498371086739692,3.51421261506713
Ecuador,ECU,2002,3.927753392724897,2.324534153820413,3.947231902426158,9.748558228844638,2.995154799118455
Ecuador,ECU,2003,2.646182651377937,2.1621777167944716,2.85513518597248,8.289065994468917,2.5791424589545993
Ecuador,ECU,2004,1.8002230072609147,2.026710927525213,2.0089134143957765,7.1096262463735025,2.226853689438924
Ecuador,ECU,2005,1.2623172259996578,1.9279821550455192,1.4024209546696458,6.192034257194747,1.965961488780312
Ecuador,ECU,2006,0.9601726661172485,1.838840800497368,1.0069587481134326,5.387996198038956,1.7536672377186684
Ecuador,ECU,2007,0.7932779193483802,1.7570661265214216,0.7526786694463287,4.808802548514699,1.582450293420172
Ecuador,ECU,2008,0.6937394424677021,1.688951269130622,0.6120473279189517,4.422817647046109,1.4696128326959523
Ecuador,ECU,2009,0.6253397454645832,1.6284185557366027,0.5186088465135054,4.098569011016069,1.3876107188983764
Ecuador,ECU,2010,0.5837534420763664,1.6344609299708983,0.4519042679119143,3.9265762963184927,1.3414779354645847
Ecuador,ECU,2011,0.5188730696473907,1.640812159848293,0.39578489926000543,3.7362946930246532,1.311649123937652
Ecuador,ECU,2012,0.47119706934579214,1.6314733884140262,0.36028521799077445,3.5253602468117733,1.2950785566564758
Ecuador,ECU,2013,0.4354714622443202,1.604328084594863,0.3262044137259601,3.308186212584296,1.2670818425685222
Ecuador,ECU,2014,0.3731934510022351,1.5499874096359494,0.29108550779635084,3.053687542953495,1.221717233124534
Ecuador,ECU,2015,0.3552108665722738,1.5598837932229426,0.2796595359940309,2.997839234997415,1.2326697549004686
Ecuador,ECU,2016,0.34234342261062367,1.6025861281250413,0.277713717300815,3.0921504846472088,1.2899452750607658
Ecuador,ECU,2017,0.3405792332583082,1.6070423173682324,0.2867310965020184,3.2222811152361337,1.3397998591593476
Egypt,EGY,1990,0,0,0,0,0
Egypt,EGY,1991,0,0,0,0,0
Egypt,EGY,1992,0,0,0,0,0
Egypt,EGY,1993,0,0,0,0,0
Egypt,EGY,1994,0,0,0,0,0
Egypt,EGY,1995,0,0,0,0,0
Egypt,EGY,1996,0,0,0,0,0
Egypt,EGY,1997,0,0,0,0,0
Egypt,EGY,1998,0,0,0,0,0
Egypt,EGY,1999,0,0,0,0,0
Egypt,EGY,2000,0,0,0,0,0
Egypt,EGY,2001,0,0,0,0,0
Egypt,EGY,2002,0,0,0,0,0
Egypt,EGY,2003,0,0,0,0,0
Egypt,EGY,2004,0,0,0,0,0
Egypt,EGY,2005,0,0,0,0,0
Egypt,EGY,2006,0,0,0,0,0
Egypt,EGY,2007,0,0,0,0,0
Egypt,EGY,2008,0,0,0,0,0
Egypt,EGY,2009,0,0,0,0,0
Egypt,EGY,2010,0,0,0,0,0
Egypt,EGY,2011,0,0,0,0,0
Egypt,EGY,2012,0,0,0,0,0
Egypt,EGY,2013,0,0,0,0,0
Egypt,EGY,2014,0,0,0,0,0
Egypt,EGY,2015,0,0,0,0,0
Egypt,EGY,2016,0,0,0,0,0
Egypt,EGY,2017,0,0,0,0,0
El Salvador,SLV,1990,0.09503100826056554,0.1767009361766678,0.09847821506989168,1.5988518431588647,0.22668440599046366
El Salvador,SLV,1991,0.08250734824974672,0.16845977482753727,0.09221552825136885,1.4279206863591123,0.22040716469978558
El Salvador,SLV,1992,0.07394711673426814,0.16934279210248074,0.0839270302984232,1.3102139393380532,0.22040644462590311
El Salvador,SLV,1993,0.06546725868751496,0.16929019389639632,0.07057829917988022,1.2878481556909986,0.21245259929452634
El Salvador,SLV,1994,0.059246982269199736,0.16682309589918,0.0632699581958364,1.2675543135704832,0.20708785087972584
El Salvador,SLV,1995,0.052997491869532336,0.15043633323336694,0.05386906311006458,1.153572999407987,0.1849985100045055
El Salvador,SLV,1996,0.046329234242132436,0.14518996558033098,0.04646118598817913,1.0112131095190433,0.17141781144451299
El Salvador,SLV,1997,0.03940203016435888,0.13904185478841755,0.04121962785771891,0.9500290286764339,0.16780777365589186
El Salvador,SLV,1998,0.03294409277703788,0.1347391258556004,0.039544384815776525,0.9617604861705585,0.1675548917958391
El Salvador,SLV,1999,0.026580691896824726,0.12437875311250929,0.036010055363667186,0.8427865079430743,0.1505880132363355
El Salvador,SLV,2000,0.022122553589416654,0.1194686250329999,0.03306400781237098,0.8081735346321107,0.1425817948845789
El Salvador,SLV,2001,0.01821622765412851,0.11783697862217207,0.032513939423273956,0.7691836794753861,0.13597994402382296
El Salvador,SLV,2002,0.015507815746512334,0.1077787504554854,0.028461897942358403,0.6658010711921633,0.12129856834492883
El Salvador,SLV,2003,0.013544284174691336,0.10745583702392791,0.02440697300207945,0.6537604053206216,0.11910531381372395
El Salvador,SLV,2004,0.011867981829614056,0.10656330169316763,0.02234310989120996,0.675893588167245,0.11659672866134885
El Salvador,SLV,2005,0.010233196382698751,0.10374888886376271,0.021052978862417845,0.6685495800991912,0.11166925746001989
El Salvador,SLV,2006,0.008609747279982918,0.10022253575952847,0.02014443740074932,0.6226414161001878,0.10766681627207851
El Salvador,SLV,2007,0.007020094648594578,0.0982692922975015,0.018001910801984194,0.5650296963706133,0.10359236812669302
El Salvador,SLV,2008,0.005887132102188062,0.09297965589552579,0.016200343900496208,0.5063291067870782,0.09550423969598747
El Salvador,SLV,2009,0.0054065489576264865,0.0938223275079747,0.016695888136647595,0.5207709817158006,0.095757975423007
El Salvador,SLV,2010,0.004845645702663602,0.08839983773798298,0.015697310016855148,0.46649621571216376,0.087179346447391
El Salvador,SLV,2011,0.004456374034902883,0.08743977497818531,0.013677821125597959,0.4442818119953677,0.0865193784112015
El Salvador,SLV,2012,0.004188233871801454,0.08203156179894168,0.011052540306998968,0.3546291563252933,0.07997382957111578
El Salvador,SLV,2013,0.003818623998128724,0.08421119069049664,0.009502140429714635,0.3381095620411626,0.0809405182766061
El Salvador,SLV,2014,0.003099497837882195,0.08729718895152425,0.009108062334640451,0.37551339306866455,0.08375275765823287
El Salvador,SLV,2015,0.0025676320108909342,0.08469736195386458,0.008360816420913854,0.3745687420190492,0.08141625276896056
El Salvador,SLV,2016,0.002213794667047294,0.07950037623227559,0.0072068812223115,0.35839820502638114,0.07854186572207089
El Salvador,SLV,2017,0.0018882045331679277,0.0757414220285749,0.006322641981234589,0.3395860963185017,0.07469130909098232
England,,1990,0,0,0,0,0
England,,1991,0,0,0,0,0
England,,1992,0,0,0,0,0
England,,1993,0,0,0,0,0
England,,1994,0,0,0,0,0
England,,1995,0,0,0,0,0
England,,1996,0,0,0,0,0
England,,1997,0,0,0,0,0
England,,1998,0,0,0,0,0
England,,1999,0,0,0,0,0
England,,2000,0,0,0,0,0
England,,2001,0,0,0,0,0
England,,2002,0,0,0,0,0
England,,2003,0,0,0,0,0
England,,2004,0,0,0,0,0
England,,2005,0,0,0,0,0
England,,2006,0,0,0,0,0
England,,2007,0,0,0,0,0
England,,2008,0,0,0,0,0
England,,2009,0,0,0,0,0
England,,2010,0,0,0,0,0
England,,2011,0,0,0,0,0
England,,2012,0,0,0,0,0
England,,2013,0,0,0,0,0
England,,2014,0,0,0,0,0
England,,2015,0,0,0,0,0
England,,2016,0,0,0,0,0
England,,2017,0,0,0,0,0
Equatorial Guinea,GNQ,1990,484.78904819993227,13.933804645648786,47.924251300236406,77.81693485414634,60.80627500301925
Equatorial Guinea,GNQ,1991,577.3508945072165,15.638966548079866,58.15568263430497,89.70639155988006,68.16821103844326
Equatorial Guinea,GNQ,1992,654.4509786052016,17.08210643461719,66.22839781285609,98.88335002587861,73.85620532597028
Equatorial Guinea,GNQ,1993,728.4222775378354,18.400892761286787,74.81650580661676,108.63620283742752,79.24569065327826
Equatorial Guinea,GNQ,1994,804.9376503747822,19.70998429911662,81.49152479236648,116.2743984719843,84.21838024355796
Equatorial Guinea,GNQ,1995,871.4472924751159,21.02770672023958,90.85070441890869,127.99219538204359,89.4755353413447
Equatorial Guinea,GNQ,1996,921.8845167119913,22.24339680827,96.40437217438522,136.54371286560647,93.84149262214267
Equatorial Guinea,GNQ,1997,900.0575870759359,22.449274662899928,94.66345327343126,133.9065549118976,91.6671194510349
Equatorial Guinea,GNQ,1998,904.5889958713971,23.26767369263979,95.68821244111362,136.6570646592535,92.35250557178782
Equatorial Guinea,GNQ,1999,904.8075386262891,24.146798992824536,99.03516783782803,142.65012166970777,93.04263327079094
Equatorial Guinea,GNQ,2000,869.626627261666,24.726495340037836,98.08497139166523,144.41091932030892,91.66430424643374
Equatorial Guinea,GNQ,2001,828.2651853327095,25.778815242408477,94.9082699248019,145.5952953919092,93.1646513349976
Equatorial Guinea,GNQ,2002,803.7066770702426,26.64430648048593,91.24262689152643,144.12728279327365,93.16221268145857
Equatorial Guinea,GNQ,2003,817.6516717155109,29.072179793837673,95.00063952393569,155.44030599910295,99.15050827656167
Equatorial Guinea,GNQ,2004,883.5599552693058,34.903752598101036,104.0323601491199,182.3395758070949,114.7259395066984
Equatorial Guinea,GNQ,2005,816.640811447829,32.388006125064464,98.81153219597712,172.48214838772887,103.96342091671697
Equatorial Guinea,GNQ,2006,702.4415982290255,25.77184802841217,87.14126860575482,141.8323957728513,82.16906590485873
Equatorial Guinea,GNQ,2007,702.48548914574,27.329329484201885,88.97958968460748,149.0052596439238,84.88005418126616
Equatorial Guinea,GNQ,2008,724.5243275010966,31.022774876815138,93.78515803482841,166.05087709402872,93.84252076309352
Equatorial Guinea,GNQ,2009,674.7481294708554,30.28501534597449,91.57985949437783,164.52019581276133,90.00713041568858
Equatorial Guinea,GNQ,2010,686.2771047135624,33.67588831906042,96.26528260516027,181.33409656925016,97.63661137085364
Equatorial Guinea,GNQ,2011,731.1105488761544,43.08143555473092,107.7957852128655,227.1816494894575,122.40903446993103
Equatorial Guinea,GNQ,2012,703.4813026774184,44.8702076545814,108.01424911311942,239.12815305063108,126.84068017272273
Equatorial Guinea,GNQ,2013,648.5784304128719,45.92627308724175,104.01357139509507,246.45695395941883,129.34003065128041
Equatorial Guinea,GNQ,2014,529.2236166977686,36.565583093906675,88.65774790645632,206.62842727761216,104.07017251987594
Equatorial Guinea,GNQ,2015,489.3153117808519,38.656284688343874,86.7067155223709,219.23089463963197,110.184880292499
Equatorial Guinea,GNQ,2016,441.704855768037,38.66877715417559,81.46791700508773,223.3838562668667,111.61694904001642
Equatorial Guinea,GNQ,2017,442.91398652720176,38.2250153382911,82.17480548095064,226.77206891236068,112.27309891846636
Eritrea,ERI,1990,4.052644153333445,0.40259175892549065,1.2626758013322068,9.491590494082974,1.6574331558447537
Eritrea,ERI,1991,3.8267811647731045,0.3702556528565385,1.0634824142857553,4.826408604270593,0.5452353070655866
Eritrea,ERI,1992,3.7218762194200306,0.34803924351942317,1.025751274036776,4.77297232218146,0.5110882265370821
Eritrea,ERI,1993,3.419184725249223,0.328649597530489,0.980814239924547,5.3211237585091595,0.5823911224334425
Eritrea,ERI,1994,3.19242873662106,0.3116767530770167,0.9040694564277476,5.0068487115004725,0.5839031602422345
Eritrea,ERI,1995,2.9833751009438427,0.2843712931590318,0.8490298577245936,5.141997702921945,0.6196922410507172
Eritrea,ERI,1996,2.9991862407471293,0.2845258107613071,0.8722985930008462,5.578368172994704,0.6362956628990633
Eritrea,ERI,1997,2.990843754963573,0.27358930145614613,0.8365518775592969,5.864921408446957,0.6417152519627495
Eritrea,ERI,1998,2.9692260414468294,0.2761769179096628,0.8148217587359186,6.116497280655168,0.6409868911063252
Eritrea,ERI,1999,2.6409996671424936,0.22086406450807855,0.6620822749853363,5.401239639356824,0.5841510054301691
Eritrea,ERI,2000,2.607928845610221,0.17209154796764642,0.6246915912168987,4.996448206981089,0.5397374771232853
Eritrea,ERI,2001,2.73159618795987,0.1703159930911847,0.6722472784335785,5.823477822129614,0.5604846378178747
Eritrea,ERI,2002,2.423566874965499,0.15344737274408018,0.5336904895638204,4.69429414944366,0.4705996216337145
Eritrea,ERI,2003,2.3473093239183314,0.15870761469369687,0.5390171912813532,5.630751184286259,0.52255502591346
Eritrea,ERI,2004,2.3064214432808794,0.15328363784293395,0.5098177989182185,5.2520992637019965,0.46934447391803447
Eritrea,ERI,2005,2.209479186804276,0.15706932328965173,0.48686106835264453,5.349634931864669,0.46138199614239217
Eritrea,ERI,2006,1.855913363515217,0.14184412910351035,0.41581489709154895,4.588989911406414,0.38741970827879524
Eritrea,ERI,2007,1.8776745319119874,0.15496415531745816,0.4395251262685602,4.738765853031311,0.3896031381819253
Eritrea,ERI,2008,1.8985749484337082,0.16547834594468813,0.46401150079856135,4.938720217505826,0.39336762631742667
Eritrea,ERI,2009,1.869781881969903,0.18040368339363014,0.48387831330452985,5.148287638767925,0.39686417631810333
Eritrea,ERI,2010,1.8748546930204446,0.19773702743016472,0.5145695340216359,5.52804481639655,0.4115670122076292
Eritrea,ERI,2011,1.849943537582721,0.2119066768365931,0.5312694411772572,5.729144798559262,0.41314002883417883
Eritrea,ERI,2012,1.8578935468979159,0.2199752165399488,0.5421760267478816,5.713759149154679,0.40295392584972356
Eritrea,ERI,2013,1.8233264473313247,0.23040072704985073,0.5509583024282853,5.818575114255159,0.40687731828522433
Eritrea,ERI,2014,1.7779891344476377,0.24707403122937205,0.5662164748884702,6.014404823306318,0.42225564773102364
Eritrea,ERI,2015,1.7446520798216165,0.25902968396118103,0.5793988212483492,6.1512124911429975,0.4436698743667354
Eritrea,ERI,2016,1.679625843174338,0.278133197872297,0.5926554483491706,6.404735802357316,0.4833821242871975
Eritrea,ERI,2017,1.580234215597559,0.28882598922759356,0.5875799132426498,6.594706837027453,0.5336688631409344
Estonia,EST,1990,0,0,0,0,0
Estonia,EST,1991,0,0,0,0,0
Estonia,EST,1992,0,0,0,0,0
Estonia,EST,1993,0,0,0,0,0
Estonia,EST,1994,0,0,0,0,0
Estonia,EST,1995,0,0,0,0,0
Estonia,EST,1996,0,0,0,0,0
Estonia,EST,1997,0,0,0,0,0
Estonia,EST,1998,0,0,0,0,0
Estonia,EST,1999,0,0,0,0,0
Estonia,EST,2000,0,0,0,0,0
Estonia,EST,2001,0,0,0,0,0
Estonia,EST,2002,0,0,0,0,0
Estonia,EST,2003,0,0,0,0,0
Estonia,EST,2004,0,0,0,0,0
Estonia,EST,2005,0,0,0,0,0
Estonia,EST,2006,0,0,0,0,0
Estonia,EST,2007,0,0,0,0,0
Estonia,EST,2008,0,0,0,0,0
Estonia,EST,2009,0,0,0,0,0
Estonia,EST,2010,0,0,0,0,0
Estonia,EST,2011,0,0,0,0,0
Estonia,EST,2012,0,0,0,0,0
Estonia,EST,2013,0,0,0,0,0
Estonia,EST,2014,0,0,0,0,0
Estonia,EST,2015,0,0,0,0,0
Estonia,EST,2016,0,0,0,0,0
Estonia,EST,2017,0,0,0,0,0
Ethiopia,ETH,1990,10475.828528913364,592.9831697288669,1511.6450889518403,4211.386259605333,2326.898178472379
Ethiopia,ETH,1991,10852.701103361576,595.8380369159775,1592.110650473587,4590.215030394094,2440.015103950792
Ethiopia,ETH,1992,11310.28745145612,589.6813341357276,1658.6584699106138,4670.10616585209,2432.7987220746713
Ethiopia,ETH,1993,11622.589481544133,580.3735078600268,1718.7481230578933,4809.11037221207,2444.3575513782284
Ethiopia,ETH,1994,11617.125885579317,570.4413589450382,1742.6296162686047,4938.67946333069,2456.6563158125555
Ethiopia,ETH,1995,11567.863336076196,565.2806605905123,1783.750834422523,5053.513127907847,2461.535684406228
Ethiopia,ETH,1996,11318.614481126247,555.5456471674374,1769.9529301734601,5034.161229614486,2421.996672043268
Ethiopia,ETH,1997,11034.793376698024,550.422215015669,1755.6801119341942,5031.49473333171,2396.844311591072
Ethiopia,ETH,1998,10735.68582024055,547.3654697447016,1736.924823461151,4941.383145537767,2350.202017602083
Ethiopia,ETH,1999,10364.60714800824,547.3892380982078,1699.127795952653,4813.435395798195,2304.516216040508
Ethiopia,ETH,2000,10127.162944927466,542.898793501717,1682.0991424584558,4646.0948260199375,2230.506996868678
Ethiopia,ETH,2001,11711.191799567569,597.3792690505408,1927.318823085337,4987.2061226251435,2404.6653886410454
Ethiopia,ETH,2002,12355.885779852757,637.5113633284179,2045.2770424176538,5152.221536215982,2503.355174854108
Ethiopia,ETH,2003,12857.388641063135,680.3098397926176,2319.6316129605348,5561.584164664101,2617.644661562529
Ethiopia,ETH,2004,11819.037284083812,695.3235268950748,2061.623547594448,5322.4130066412745,2599.574440063423
Ethiopia,ETH,2005,11138.055713986654,695.7924063135438,1959.9952604193995,5184.521493157155,2524.585406990971
Ethiopia,ETH,2006,7165.951895297775,515.4199985478118,1282.506816178609,3678.923154054046,1824.9022059320325
Ethiopia,ETH,2007,5206.673643167423,397.2441892560238,942.1792274551763,2830.987503449975,1373.798661848593
Ethiopia,ETH,2008,2670.2218735806496,219.0639560890941,482.3197453654688,1564.6135964297405,741.6220580764087
Ethiopia,ETH,2009,1465.079547233857,125.26401360059378,263.88029445907114,901.9200047893061,416.79755111964414
Ethiopia,ETH,2010,1099.0930899346158,99.9920480005268,199.63295953345693,717.635923700413,326.85591329692795
Ethiopia,ETH,2011,813.9825483366892,76.94444947251857,148.6466984310799,557.5317737598414,248.56985533620752
Ethiopia,ETH,2012,774.5522053605451,76.73627088250144,142.50739818325656,564.285663845331,245.91127250426612
Ethiopia,ETH,2013,730.074362977355,76.24064634474585,134.11207104684297,571.2534342569462,244.86405736874238
Ethiopia,ETH,2014,745.6214032369763,80.45923723428444,136.15886861788803,604.0551942480156,258.62838240931757
Ethiopia,ETH,2015,809.8013992277022,94.18049403861338,149.41409685226262,710.726906042596,302.6760201243335
Ethiopia,ETH,2016,1017.6136830589602,129.74523264000828,191.53543698457187,968.6245350203253,415.5505298548082
Ethiopia,ETH,2017,1065.0595972068309,130.41021228237034,198.10798943438002,971.1427754979001,418.80570678691765
Fiji,FJI,1990,0,0,0,0,0
Fiji,FJI,1991,0,0,0,0,0
Fiji,FJI,1992,0,0,0,0,0
Fiji,FJI,1993,0,0,0,0,0
Fiji,FJI,1994,0,0,0,0,0
Fiji,FJI,1995,0,0,0,0,0
Fiji,FJI,1996,0,0,0,0,0
Fiji,FJI,1997,0,0,0,0,0
Fiji,FJI,1998,0,0,0,0,0
Fiji,FJI,1999,0,0,0,0,0
Fiji,FJI,2000,0,0,0,0,0
Fiji,FJI,2001,0,0,0,0,0
Fiji,FJI,2002,0,0,0,0,0
Fiji,FJI,2003,0,0,0,0,0
Fiji,FJI,2004,0,0,0,0,0
Fiji,FJI,2005,0,0,0,0,0
Fiji,FJI,2006,0,0,0,0,0
Fiji,FJI,2007,0,0,0,0,0
Fiji,FJI,2008,0,0,0,0,0
Fiji,FJI,2009,0,0,0,0,0
Fiji,FJI,2010,0,0,0,0,0
Fiji,FJI,2011,0,0,0,0,0
Fiji,FJI,2012,0,0,0,0,0
Fiji,FJI,2013,0,0,0,0,0
Fiji,FJI,2014,0,0,0,0,0
Fiji,FJI,2015,0,0,0,0,0
Fiji,FJI,2016,0,0,0,0,0
Fiji,FJI,2017,0,0,0,0,0
Finland,FIN,1990,0,0,0,0,0
Finland,FIN,1991,0,0,0,0,0
Finland,FIN,1992,0,0,0,0,0
Finland,FIN,1993,0,0,0,0,0
Finland,FIN,1994,0,0,0,0,0
Finland,FIN,1995,0,0,0,0,0
Finland,FIN,1996,0,0,0,0,0
Finland,FIN,1997,0,0,0,0,0
Finland,FIN,1998,0,0,0,0,0
Finland,FIN,1999,0,0,0,0,0
Finland,FIN,2000,0,0,0,0,0
Finland,FIN,2001,0,0,0,0,0
Finland,FIN,2002,0,0,0,0,0
Finland,FIN,2003,0,0,0,0,0
Finland,FIN,2004,0,0,0,0,0
Finland,FIN,2005,0,0,0,0,0
Finland,FIN,2006,0,0,0,0,0
Finland,FIN,2007,0,0,0,0,0
Finland,FIN,2008,0,0,0,0,0
Finland,FIN,2009,0,0,0,0,0
Finland,FIN,2010,0,0,0,0,0
Finland,FIN,2011,0,0,0,0,0
Finland,FIN,2012,0,0,0,0,0
Finland,FIN,2013,0,0,0,0,0
Finland,FIN,2014,0,0,0,0,0
Finland,FIN,2015,0,0,0,0,0
Finland,FIN,2016,0,0,0,0,0
Finland,FIN,2017,0,0,0,0,0
France,FRA,1990,0,0,0,0,0
France,FRA,1991,0,0,0,4.5380980768766666,2.1505588029499156
France,FRA,1992,0,0,0,0,0
France,FRA,1993,0,0,0,0,0
France,FRA,1994,0,0,0,0,4.467711392063557
France,FRA,1995,0,0,0,0,0
France,FRA,1996,0,0,0,0,0
France,FRA,1997,0,0,0,4.529743881603621,2.400381872454713
France,FRA,1998,0,0,0,4.46938544213118,5.704383728350558
France,FRA,1999,0,0,0,4.580458544767913,5.644221001902052
France,FRA,2000,0,0,0,6.956724812973591,6.488221748980684
France,FRA,2001,0,0,0,2.8953052154022973,8.031484025925499
France,FRA,2002,0,0,0,7.913912169219986,10.839533884722822
France,FRA,2003,0,0,0,6.023276852897602,10.455758177528804
France,FRA,2004,0,2.028281149047576,0,0,3.785561283895602
France,FRA,2005,0,2.1783076471783676,0,0,2.8752070300550314
France,FRA,2006,0,2.093997267337834,0,0,2.534228888934797
France,FRA,2007,0,2.2983581911403905,0,0,1.9383926428644613
France,FRA,2008,0,2.241002289525847,0,0,0
France,FRA,2009,0,2.340875749429109,0,0,5.374226022064611
France,FRA,2010,0,2.4286183547875746,0,0,10.159289764081233
France,FRA,2011,0,2.406159696081438,0,0,2.313623714769245
France,FRA,2012,0,4.804733617366614,0,0,5.047717696921257
France,FRA,2013,0,5.0501063342536545,0,0,4.999203219480482
France,FRA,2014,0,5.178847681058587,0,0,0
France,FRA,2015,0,0,0,0,0
France,FRA,2016,0,0,0,0,0
France,FRA,2017,0,0,0,0,0
Gabon,GAB,1990,429.02011743304615,48.69995932666428,46.069531801853806,157.09924855649803,150.60036025199062
Gabon,GAB,1991,451.96203985892697,52.513137848638344,52.20041819963354,174.02158216548148,161.67503948503239
